Rfam_ID,PDB,Chain,Resolution
RF01750,4znp,B,2.94
RF01750,4xw7,A,2.5
RF01750,5btp,A,2.816
RF01750,5btp,B,2.816
RF01750,4xwf,A,1.8
RF01763,5o69,A,2.319
RF01763,5nzd,B,2.007
RF01763,5nz3,A,2.059
RF01763,5o62,B,2.119
RF01763,5nz6,A,2.94
RF01763,5o62,A,2.119
RF01763,5o69,B,2.319
RF01763,5nzd,A,2.007
RF01763,5ny8,B,2.04
RF01763,5nwq,A,1.91
RF01763,5ny8,A,2.04
RF01763,5nwq,B,1.91
RF01763,5nz3,B,2.059
RF01786,3q3z,A,2.51
RF01786,3q3z,V,2.51
RF01826,6fz0,A,2.499
RF01831,7kd1,A,1.9
RF01831,4lvw,A,1.768
RF01831,4lvy,A,2.0
RF01831,6q57,A,2.72
RF01831,4lvz,A,1.77
RF01831,4lvx,A,1.9
RF01831,3sux,X,2.9
RF01831,4lw0,A,1.889
RF01831,4lvv,A,2.1
RF01831,3sd3,A,1.95
RF01831,3suh,X,2.65
RF01852,3adc,C,2.9
RF01852,3add,C,2.4
RF01852,4zdp,E,2.703
RF01852,3adb,C,2.8
RF01852,3rg5,B,2.0
RF01852,3hl2,E,2.81
RF01852,3adc,D,2.9
RF01852,3add,D,2.4
RF01852,4zdo,E,2.65
RF01852,3adb,D,2.8
RF01852,3rg5,A,2.0
RF01854,4wfl,A,2.49
RF02001,4y1n,B,3.0
RF02001,4e8q,A,2.84
RF02001,4far,A,2.86
RF02001,4faw,A,2.7
RF02001,4y1n,A,3.0
RF02001,3g78,A,2.8
RF02001,4fau,A,2.87
RF02001,4e8n,A,2.96
RF02001,4y1o,B,2.95
RF02001,4y1o,A,2.95
RF02540,7st6,1,3.0
RF02540,6yhs,1,2.7
RF02540,6zu5,L50,2.9
RF02540,6nd6,2A,2.85
RF02540,4wqu,AA,2.8
RF02540,6snt,1,2.8
RF02540,7mt7,A,2.71
RF02540,3ow2,,2.7
RF02540,1k9m,A,3.0
RF02540,7as8,A,2.9
RF02540,4v9h,BA,2.857
RF02540,6xhx,1A,2.55
RF02540,5w4k,2A,2.7
RF02540,7top,A25S,2.4
RF02540,7p7s,A,3.0
RF02540,5doy,1A,2.6
RF02540,7rqe,2A,2.4
RF02540,6of1,1A,2.8
RF02540,5hd1,2A,2.7
RF02540,4v9o,EA,2.9
RF02540,4u4r,5,2.801
RF02540,7p7q,A,2.4
RF02540,7s1g,I,2.48
RF02540,4wqy,AA,2.8
RF02540,7n31,23,2.69
RF02540,1ffk,,2.4
RF02540,6pc7,I,2.5
RF02540,6z6l,L5,3.0
RF02540,4v7x,BA,3.0
RF02540,1q86,A,3.0
RF02540,6xqd,1A,2.8
RF02540,6zu1,BA,3.0
RF02540,4wsd,1H,2.95
RF02540,4z3s,1A,2.65
RF02540,7mt3,A,2.8
RF02540,5ib7,1H,2.99
RF02540,4v7l,BA,3.0
RF02540,6cfl,1A,2.6
RF02540,5w4k,1A,2.7
RF02540,7of5,A,2.9
RF02540,6y2l,L5,3.0
RF02540,7msm,A,2.79
RF02540,1yij,,2.6
RF02540,7m4x,A,2.66
RF02540,4u25,BA,2.9
RF02540,6xzb,A2,2.54
RF02540,7rq8,2A,2.5
RF02540,1yjn,,3.0
RF02540,4u1v,BA,3.0
RF02540,7too,A25S,2.7
RF02540,7md7,1A,2.8
RF02540,7jql,1A,3.0
RF02540,4u27,DA,2.8
RF02540,4v9o,GA,2.9
RF02540,5ndk,1H,2.95
RF02540,7u2h,2A,2.55
RF02540,7rqc,2A,2.5
RF02540,6xhw,2A,2.5
RF02540,6xz7,A,2.1
RF02540,6s0x,A,2.425
RF02540,1qa6,D,2.8
RF02540,3jcs,1,2.8
RF02540,4v7w,BA,3.0
RF02540,5t2a,G,2.9
RF02540,4w2g,DA,2.55
RF02540,6woo,5,2.9
RF02540,7o7y,B5,2.2
RF02540,7b5k,A,2.9
RF02540,5j7l,CA,3.0
RF02540,7p48,A,2.9
RF02540,7o19,BA,2.9
RF02540,1yi2,,2.65
RF02540,6az3,2,2.5
RF02540,7p7r,A,2.9
RF02540,5j5b,DA,2.8
RF02540,5mdv,1,2.97
RF02540,5hcq,2A,2.801
RF02540,7n1p,23,2.33
RF02540,5f8k,1A,2.8
RF02540,5t5h,A,2.54
RF02540,7p3k,a,2.9
RF02540,1vqk,,2.3
RF02540,3cma,,2.8
RF02540,7sae,A,3.0
RF02540,5e81,1H,2.95
RF02540,7pzy,1,2.32
RF02540,6uo1,2A,2.95
RF02540,1hc8,D,2.8
RF02540,1vq6,,2.7
RF02540,6spf,A,2.89
RF02540,2qa4,,3.0
RF02540,1vq5,,2.6
RF02540,5ibb,14,2.96
RF02540,1q82,A,2.98
RF02540,7u2h,1A,2.55
RF02540,4woi,BA,3.0
RF02540,6u48,CA,2.87
RF02540,6ys3,b,2.58
RF02540,7rq9,1A,2.6
RF02540,7ode,I,2.84
RF02540,6spb,A,2.82
RF02540,3cc2,,2.4
RF02540,7nhn,A,2.9
RF02540,1vq9,,2.4
RF02540,7of7,A,2.5
RF02540,7cpu,L5,2.82
RF02540,6cfk,1A,2.7
RF02540,4v8g,DA,3.0
RF02540,4v7w,DA,3.0
RF02540,7qiw,2,2.35
RF02540,7obr,5,2.8
RF02540,6pcq,I,2.6
RF02540,7s1j,I,2.47
RF02540,4u26,BA,2.8
RF02540,7ttu,1,3.0
RF02540,7p7t,A,2.9
RF02540,7m4z,A,2.92
RF02540,6o97,1A,2.75
RF02540,7n2u,23,2.53
RF02540,4z8c,2A,2.9
RF02540,6yss,A,2.6
RF02540,6xhw,1A,2.5
RF02540,3jcs,2,2.8
RF02540,7unv,A,2.7
RF02540,7po4,A,2.56
RF02540,4v7y,BA,3.0
RF02540,6xza,A2,2.66
RF02540,6pcs,I,2.8
RF02540,1vq4,,2.7
RF02540,5wis,2A,2.703
RF02540,7msc,A,2.97
RF02540,6zmi,L5,2.6
RF02540,5j91,CA,2.96
RF02540,7jil,1,2.8
RF02540,5ibb,1H,2.96
RF02540,6o97,2A,2.75
RF02540,2zjr,X,2.91
RF02540,7rqa,1A,2.4
RF02540,7m4y,A,2.5
RF02540,1jj2,,2.4
RF02540,5e81,14,2.95
RF02540,4u25,DA,2.9
RF02540,5fdu,2A,2.9
RF02540,6eri,AA,3.0
RF02540,6pc6,I,2.5
RF02540,6xa1,L5,2.8
RF02540,5vp2,1A,2.8
RF02540,4u26,DA,2.8
RF02540,5dm7,X,3.0
RF02540,6skf,BA,2.95
RF02540,7pkt,3,3.0
RF02540,5fdv,2A,2.8
RF02540,4v67,BA,3.0
RF02540,7r81,A1,2.7
RF02540,4v7x,DA,3.0
RF02540,7olc,1,2.9
RF02540,6v3b,AN1,2.91
RF02540,1vqn,,2.4
RF02540,6xhv,2A,2.4
RF02540,7rqb,2A,2.45
RF02540,1yjw,,2.9
RF02540,6zm6,A,2.59
RF02540,6i7v,DA,2.9
RF02540,5hd1,1A,2.7
RF02540,6gsj,1H,2.96
RF02540,5j4b,2A,2.6
RF02540,4u1u,BA,2.95
RF02540,3cc4,,2.7
RF02540,5ndk,14,2.95
RF02540,7oyb,51,2.4
RF02540,7oyb,51,2.4
RF02540,7m4w,A,2.55
RF02540,1vy7,DA,2.8
RF02540,7o1c,BA,2.6
RF02540,3g6e,,2.7
RF02540,4v9p,AA,2.9
RF02540,7u2i,2A,2.55
RF02540,7of0,A,2.2
RF02540,1vy6,BA,2.9
RF02540,6pj6,I,2.2
RF02540,2otj,,2.9
RF02540,4u3u,1,2.9
RF02540,6z6n,L5,2.9
RF02540,5iqr,1,3.0
RF02540,3cme,,2.95
RF02540,4u3m,1,3.0
RF02540,5hcq,1A,2.801
RF02540,3ccm,,2.55
RF02540,4wpo,CA,2.8
RF02540,1qvg,,2.9
RF02540,6vmi,A,2.96
RF02540,3g71,,2.85
RF02540,6wqn,1,2.9
RF02540,4u4q,1,3.0
RF02540,6cfl,2A,2.6
RF02540,2otl,,2.7
RF02540,6nd5,1A,2.6
RF02540,7uck,5,2.8
RF02540,4ybb,DA,2.1
RF02540,4w2f,BA,2.4
RF02540,6xhv,1A,2.4
RF02540,6cfj,2A,2.8
RF02540,7n2v,23,2.54
RF02540,7q0f,1,2.64
RF02540,6ylg,1,3.0
RF02540,5j4c,2A,2.8
RF02540,5wfs,A,3.0
RF02540,7k00,a,1.98
RF02540,6pcr,I,2.5
RF02540,6xqe,2A,3.0
RF02540,5j7l,DA,3.0
RF02540,1k8a,A,3.0
RF02540,7pwg,1,2.75
RF02540,6tbv,23S1,2.7
RF02540,4v9r,BA,3.0
RF02540,1fg0,A,3.0
RF02540,7u2j,2A,2.55
RF02540,1mms,C,2.57
RF02540,7osa,25S,3.0
RF02540,5d8h,A,2.8
RF02540,6xu8,A5,3.0
RF02540,4u4u,5,3.0
RF02540,1vy6,DA,2.9
RF02540,4w2i,BA,2.7
RF02540,7u2j,1A,2.55
RF02540,4y4o,2A,2.3
RF02540,4v90,BA,2.95
RF02540,7q0r,1,2.67
RF02540,1vq8,,2.2
RF02540,6y69,A,2.86
RF02540,4v9o,AA,2.9
RF02540,7pkt,7,3.0
RF02540,4wpo,AA,2.8
RF02540,7rqb,1A,2.45
RF02540,7rqd,2A,2.5
RF02540,7o7z,B5,2.4
RF02540,6qdw,b,2.83
RF02540,5j8b,A,2.6
RF02540,5j5b,CA,2.8
RF02540,5hau,1A,3.0
RF02540,4u20,BA,2.9
RF02540,6th6,BA,2.55
RF02540,6tb3,BQ,2.8
RF02540,3cxc,,3.0
RF02540,5t5h,B,2.54
RF02540,4wqf,CA,2.8
RF02540,1vql,,2.3
RF02540,7rq9,2A,2.6
RF02540,6sgc,54,2.8
RF02540,7s1k,I,2.42
RF02540,4v88,A1,3.0
RF02540,3cce,,2.75
RF02540,7rq8,1A,2.5
RF02540,1q81,A,2.95
RF02540,4v8d,BA,3.0
RF02540,7ryh,A,2.43
RF02540,7qep,1,2.7
RF02540,5doy,2A,2.6
RF02540,5afi,A,2.9
RF02540,7mt2,A,2.76
RF02540,6pc8,I,2.9
RF02540,6wd0,1,3.0
RF02540,6zm7,L5,2.7
RF02540,6i7v,CA,2.9
RF02540,6yws,A,2.74
RF02540,5wit,1A,2.6
RF02540,7rqe,1A,2.4
RF02540,4v9r,DA,3.0
RF02540,7oif,1,3.0
RF02540,4v9p,EA,2.9
RF02540,7ttw,1,2.9
RF02540,6az3,1,2.5
RF02540,7n30,23,2.66
RF02540,6wyv,I,2.75
RF02540,7tos,23S,2.9
RF02540,4u24,DA,2.9
RF02540,4u52,5,3.0
RF02540,3ccv,,2.9
RF02540,7nwt,1,2.66
RF02540,4wqf,AA,2.8
RF02540,6cfj,1A,2.8
RF02540,5hcp,1A,2.894
RF02540,4z8c,1A,2.9
RF02540,6uo1,1A,2.95
RF02540,1vy7,BA,2.8
RF02540,4u4u,1,3.0
RF02540,4v8i,DA,2.7
RF02540,6ore,1,2.9
RF02540,1m90,A,2.8
RF02540,4y4p,2A,2.5
RF02540,3i56,,2.9
RF02540,1vy5,BA,2.55
RF02540,4v9f,,2.404
RF02540,4v9d,DA,3.0
RF02540,6nd6,1A,2.85
RF02540,4v7l,DA,3.0
RF02540,7n2c,23,2.72
RF02540,5hau,2A,3.0
RF02540,7f5s,L5,2.72
RF02540,4v8b,DA,3.0
RF02540,6zm5,A,2.89
RF02540,6gsj,14,2.96
RF02540,6xhx,2A,2.55
RF02540,7qi4,A,2.21
RF02540,4u24,BA,2.9
RF02540,6s0z,A,2.3
RF02540,5j91,DA,2.96
RF02540,5dm6,X,2.9
RF02540,4w2g,BA,2.55
RF02540,5hcr,1A,2.8
RF02540,6wde,1,3.0
RF02540,4u52,1,3.0
RF02540,6skg,BA,2.65
RF02540,7qwq,5,2.83
RF02540,6hma,A,2.65
RF02540,6cae,1A,2.6
RF02540,7ot5,1,2.9
RF02540,7asp,Y,2.86
RF02540,7odr,A,2.9
RF02540,7oii,1,3.0
RF02540,1n8r,A,3.0
RF02540,2qex,,2.9
RF02540,1nji,A,3.0
RF02540,6cfk,2A,2.7
RF02540,6xhy,2A,2.6
RF02540,4u1u,DA,2.95
RF02540,5wit,2A,2.6
RF02540,3jcs,4,2.8
RF02540,3ccl,,2.9
RF02540,5f8k,2A,2.8
RF02540,5ib7,14,2.99
RF02540,3ccs,,2.95
RF02540,7q08,1,2.56
RF02540,7lvk,I,2.2
RF02540,4w2h,BA,2.7
RF02540,7unr,A,2.9
RF02540,3cc7,,2.7
RF02540,7o9m,A,2.6
RF02540,4ybb,CA,2.1
RF02540,1kd1,A,3.0
RF02540,7rqc,1A,2.5
RF02540,6nd5,2A,2.6
RF02540,4v9p,CA,2.9
RF02540,7rqa,2A,2.4
RF02540,4u1v,DA,3.0
RF02540,4v7y,DA,3.0
RF02540,6zme,L5,3.0
RF02540,7otc,A,2.9
RF02540,4v51,DA,2.8
RF02540,4v9d,CA,3.0
RF02540,7ryf,A,2.65
RF02540,7of6,A,2.6
RF02540,7oiz,a,2.9
RF02540,4wqy,CA,2.8
RF02540,4v8i,BA,2.7
RF02540,5j4c,1A,2.8
RF02540,6ztp,BA,3.0
RF02540,4v88,A5,3.0
RF02540,7azy,E,2.877
RF02540,6r5q,5,3.0
RF02540,4lnt,RA,2.94000009954
RF02540,5hcp,2A,2.894
RF02540,6v3a,AN1,2.82
RF02540,5tbw,1,3.0
RF02540,7of3,A,2.7
RF02540,7aqc,A,2.99
RF02540,7qwr,5,2.9
RF02540,1vqp,,2.25
RF02540,5nwy,N,2.9
RF02540,6ysi,1,2.5
RF02540,7bl4,A,2.4
RF02540,1yhq,,2.4
RF02540,5fdv,1A,2.8
RF02540,3cd6,,2.75
RF02540,4v8d,DA,3.0
RF02540,3ccu,,2.8
RF02540,5dar,A,2.9
RF02540,4u27,BA,2.8
RF02540,7tor,A28S,2.9
RF02540,5vp2,2A,2.8
RF02540,5fdu,1A,2.9
RF02540,4y4o,1A,2.3
RF02540,7pkt,8,3.0
RF02540,7osm,25S,3.0
RF02540,6pct,I,2.8
RF02540,5hcr,2A,2.8
RF02540,1mms,D,2.57
RF02540,7kgb,A,2.7
RF02540,4wqu,CA,2.8
RF02540,4u4r,1,2.801
RF02540,7nhk,A,2.9
RF02540,3ccq,,2.9
RF02540,4v67,DA,3.0
RF02540,5t2a,B,2.9
RF02540,6wu9,A,2.9
RF02540,7asn,A,2.73
RF02540,4y4p,1A,2.5
RF02540,4w2e,A,2.9
RF02540,6pc5,I,2.7
RF02540,4u20,DA,2.9
RF02540,6xqe,1A,3.0
RF02540,6hrm,1,2.96
RF02540,6of1,2A,2.8
RF02540,7s1h,I,2.35
RF02540,7ug7,23,2.58
RF02540,5j4b,1A,2.6
RF02540,4u4q,5,3.0
RF02540,7st2,1,2.9
RF02540,4lnt,YA,2.94000009954
RF02540,6vlz,A,2.97
RF02540,6xhy,1A,2.6
RF02540,4z3s,2A,2.65
RF02540,7m4v,A,2.54
RF02540,1vqm,,2.3
RF02540,4v9o,CA,2.9
RF02540,4v51,BA,2.8
RF02540,6tc3,23S1,2.7
RF02540,4u3u,5,2.9
RF02540,6qul,A,3.0
RF02540,5dar,D,2.9
RF02540,1yit,,2.8
RF02540,1s72,,2.4
RF02540,5ngm,AA,2.9
RF02540,1hc8,C,2.8
RF02540,7of2,A,2.7
RF02540,7asm,A,2.48
RF02540,1yj9,,2.8
RF02540,4w2f,DA,2.4
RF02540,1vy4,DA,2.6
RF02540,1vqo,,2.2
RF02540,1vq7,,2.5
RF02540,1vy5,DA,2.55
RF02540,5wis,1A,2.703
RF02540,7o80,B5,2.9
RF02540,7rqd,1A,2.5
RF02540,6ywe,A,2.99
RF02540,4v8g,BA,3.0
RF02540,4w2i,DA,2.7
RF02540,7unu,A,2.9
RF02540,7o1a,BA,2.4
RF02540,6t4q,C1,2.6
RF02540,6pch,I,2.9
RF02540,4w2h,DA,2.7
RF02540,7old,1,3.0
RF02540,4wsd,14,2.95
RF02540,6w6p,A,2.9
RF02540,6qzp,L5,2.9
RF02540,7md7,2A,2.8
RF02540,6h4n,A,3.0
RF02540,4woi,CA,3.0
RF02540,7u2i,1A,2.55
RF02540,3moj,A,2.902
RF02540,6ydp,BA,3.0
RF02540,7mpj,A1,2.7
RF02540,7pwo,1,2.75
RF02540,7nso,A,2.9
RF02540,6cae,2A,2.6
RF02540,1vy4,BA,2.6
RF02540,4v8b,BA,3.0
RF02540,6xqd,2A,2.8
RF02540,6az3,4,2.5
RF02540,1qa6,C,2.8
RF02540,6ydp,AA,3.0
RF02540,5tbw,AR,3.0
RF02540,7of4,A,2.7
RF02540,5wdt,A,3.0
RF02540,7ryg,A,2.38
RF02540,7q0p,1,2.77
RF02540,7pjs,A,2.35
RF02540,6y6x,L5,2.8
RF02540,4u3m,5,3.0
RF02540,4v9p,GA,2.9
RF02540,7s1i,I,2.48
RF02540,3cpw,,2.7
RF02540,7unw,A,2.6
RF02540,6zto,BA,3.0
RF02540,3ccr,,3.0
RF02540,7jql,2A,3.0
RF02540,6v3d,AN1,2.95
RF02540,5t2a,A,2.9
RF02541,4u1v,DA,3.0
RF02541,4v7y,DA,3.0
RF02541,6v3d,AN1,2.95
RF02541,7jql,2A,3.0
RF02541,6nd6,2A,2.85
RF02541,6yhs,1,2.7
RF02541,7st6,1,3.0
RF02541,8ap4,a,3.0
RF02541,7jql,1A,3.0
RF02541,7md7,1A,2.8
RF02541,5ib7,14,2.99
RF02541,4v9p,CA,2.9
RF02541,6prv,A,2.71
RF02541,7rqa,2A,2.4
RF02541,8uua,A,2.7
RF02541,4u27,BA,2.8
RF02541,8aye,a,1.96
RF02541,5e81,1H,2.95
RF02541,7sae,A,3.0
RF02541,7zq6,b,2.75
RF02541,4v9r,BA,3.0
RF02541,7zp8,b,2.2
RF02541,8p16,1,2.77
RF02541,8syl,A,2.9
RF02541,5afi,A,2.9
RF02541,5doy,2A,2.6
RF02541,6qul,A,3.0
RF02541,8r6c,a,2.2
RF02541,4u24,DA,2.9
RF02541,6prv,D,2.71
RF02541,6wyv,I,2.75
RF02541,7n30,23,2.66
RF02541,7tos,23S,2.9
RF02541,8ud7,1A,2.55
RF02541,4wqf,AA,2.8
RF02541,6cfj,1A,2.8
RF02541,7uvw,A,2.37
RF02541,4v8b,DA,3.0
RF02541,6gsj,14,2.96
RF02541,6zm5,A,2.89
RF02541,7m5d,1,2.8
RF02541,8s1p,A,1.96
RF02541,7uw1,A,2.21
RF02541,5hcr,2A,2.8
RF02541,6pct,I,2.8
RF02541,8cvk,2A,2.5
RF02541,8g6y,a,2.09
RF02541,7as8,A,2.9
RF02541,7mt7,A,2.71
RF02541,7rqe,2A,2.4
RF02541,8cgk,a,1.64
RF02541,8p18,1,2.77
RF02541,4ybb,DA,2.1
RF02541,6pcs,I,2.8
RF02541,7sa4,1,2.55
RF02541,8g29,2A,2.55
RF02541,8rpz,A,2.44
RF02541,5nwy,N,2.9
RF02541,7aqc,A,2.99
RF02541,8crx,a,2.78
RF02541,8g2c,2A,2.65
RF02541,4v8g,BA,3.0
RF02541,4w2i,DA,2.7
RF02541,6ywe,A,2.99
RF02541,5hcq,2A,2.801
RF02541,5j5b,DA,2.8
RF02541,5mdv,1,2.97
RF02541,5npm,B,2.7
RF02541,7n1p,23,2.33
RF02541,7p7r,A,2.9
RF02541,4v67,BA,3.0
RF02541,5fdv,2A,2.8
RF02541,7pkt,3,3.0
RF02541,1y39,D,2.8
RF02541,5j7l,CA,3.0
RF02541,5fdu,1A,2.9
RF02541,5vp2,2A,2.8
RF02541,7zta,23S1,2.7
RF02541,8e3o,I,1.99
RF02541,3moj,A,2.902
RF02541,4woi,CA,3.0
RF02541,6ydp,BA,3.0
RF02541,7u2i,1A,2.55
RF02541,8bhp,,2.37
RF02541,8ekb,1A,2.7
RF02541,1hc8,D,2.8
RF02541,6uo1,2A,2.95
RF02541,8a5i,A,2.3
RF02541,8uvr,2A,2.6
RF02541,1vy7,DA,2.8
RF02541,4qvi,B,1.9
RF02541,7o1c,BA,2.6
RF02541,5j8b,A,2.6
RF02541,6qdw,b,2.83
RF02541,8cep,a,2.04
RF02541,8e33,I,2.23
RF02541,8e43,I,2.09
RF02541,8ifc,a,2.9
RF02541,5j5b,CA,2.8
RF02541,8cgu,a,1.89
RF02541,8g7r,A,2.8
RF02541,4lnt,YA,2.94000009954
RF02541,6vlz,A,2.97
RF02541,7st2,1,2.9
RF02541,8vtx,2A,2.4
RF02541,8cvk,1A,2.5
RF02541,8fc3,1A,2.6
RF02541,6zto,BA,3.0
RF02541,2zjr,X,2.91
RF02541,5ibb,1H,2.96
RF02541,5j91,CA,2.96
RF02541,6o97,2A,2.75
RF02541,7jil,1,2.8
RF02541,7m4y,A,2.5
RF02541,7rqa,1A,2.4
RF02541,5e81,14,2.95
RF02541,8a22,A7,2.91
RF02541,8cvm,a,2.66
RF02541,8fc3,2A,2.6
RF02541,8g2b,1A,2.55
RF02541,5f8k,2A,2.8
RF02541,8e32,I,2.35
RF02541,8uvs,2A,2.75
RF02541,4v51,DA,2.8
RF02541,4v9d,CA,3.0
RF02541,7of6,A,2.6
RF02541,7oiz,a,2.9
RF02541,7ryf,A,2.65
RF02541,8p2h,A,2.49
RF02541,8vtw,1A,2.35
RF02541,4v8i,BA,2.7
RF02541,4wqy,CA,2.8
RF02541,5j4c,1A,2.8
RF02541,7yla,I,2.52
RF02541,8ifb,a,2.43
RF02541,5fdv,1A,2.8
RF02541,7uvy,A,2.39
RF02541,8cvj,1A,2.4
RF02541,1vy4,DA,2.6
RF02541,4w2f,DA,2.4
RF02541,7asm,A,2.48
RF02541,1vy5,DA,2.55
RF02541,5wis,1A,2.703
RF02541,7rqd,1A,2.5
RF02541,7q4k,BA,3.0
RF02541,8ana,a,2.1
RF02541,6pc8,I,2.9
RF02541,6wd0,1,3.0
RF02541,7mt2,A,2.76
RF02541,8ev7,1A,2.89
RF02541,8j1z,a,2.6
RF02541,6cae,1A,2.6
RF02541,6hma,A,2.65
RF02541,7asp,Y,2.86
RF02541,7odr,A,2.9
RF02541,7oii,1,3.0
RF02541,7ot5,1,2.9
RF02541,8e44,I,2.53
RF02541,1qa6,C,2.8
RF02541,1vy4,BA,2.6
RF02541,4v8b,BA,3.0
RF02541,6xqd,2A,2.8
RF02541,6ydp,AA,3.0
RF02541,7of4,A,2.7
RF02541,8rpy,A,2.64
RF02541,7o19,BA,2.9
RF02541,4u25,DA,2.9
RF02541,5fdu,2A,2.9
RF02541,6eri,AA,3.0
RF02541,6pc6,I,2.5
RF02541,8fc1,1A,2.5
RF02541,4u26,DA,2.8
RF02541,5dm7,X,3.0
RF02541,5vp2,1A,2.8
RF02541,7qh7,A,2.89
RF02541,3u4m,B,2.0
RF02541,4v9r,DA,3.0
RF02541,5wit,1A,2.6
RF02541,6i7v,CA,2.9
RF02541,6yws,A,2.74
RF02541,7rqe,1A,2.4
RF02541,8bhl,,2.21
RF02541,8k2a,L1,2.9
RF02541,4u24,BA,2.9
RF02541,5dm6,X,2.9
RF02541,5j91,DA,2.96
RF02541,6s0z,A,2.3
RF02541,6xhx,2A,2.55
RF02541,7qi4,A,2.21
RF02541,8g29,1A,2.55
RF02541,4y4o,1A,2.3
RF02541,7y7h,a,2.51
RF02541,4u20,DA,2.9
RF02541,6xqe,1A,3.0
RF02541,4v51,BA,2.8
RF02541,4v9o,CA,2.9
RF02541,6tc3,23S1,2.7
RF02541,8g2d,2A,2.7
RF02541,7unw,A,2.6
RF02541,8whx,A,2.8
RF02541,4v90,BA,2.95
RF02541,6y69,A,2.86
RF02541,6xhv,2A,2.4
RF02541,7rqb,2A,2.45
RF02541,8ud7,2A,2.55
RF02541,8vtw,2A,2.35
RF02541,6spb,A,2.82
RF02541,7nhn,A,2.9
RF02541,7ode,I,2.84
RF02541,7rq9,1A,2.6
RF02541,8ev7,2A,2.89
RF02541,7rq9,2A,2.6
RF02541,7s1k,I,2.42
RF02541,4v7l,DA,3.0
RF02541,4v9d,DA,3.0
RF02541,6nd6,1A,2.85
RF02541,7n2c,23,2.72
RF02541,8eiu,a,2.24
RF02541,4lnt,RA,2.94000009954
RF02541,5hcp,2A,2.894
RF02541,6v3a,AN1,2.82
RF02541,7of3,A,2.7
RF02541,8fc4,2A,2.45
RF02541,8rd8,Z2,2.62
RF02541,8why,A,2.7
RF02541,4w2e,A,2.9
RF02541,4y4p,1A,2.5
RF02541,6pc5,I,2.7
RF02541,6xhy,1A,2.6
RF02541,8g2u,B,3.0
RF02541,7o1a,BA,2.4
RF02541,8p2f,A,2.44
RF02541,7p3k,a,2.9
RF02541,5ibb,14,2.96
RF02541,8y38,A,2.58
RF02541,6prv,B,2.71
RF02541,7rq8,1A,2.5
RF02541,4v8d,DA,3.0
RF02541,7y7f,a,2.43
RF02541,8cgr,a,2.12
RF02541,8e30,I,1.91
RF02541,8g6w,a,2.02
RF02541,8qcq,A,2.3
RF02541,3u56,B,2.1
RF02541,8cgv,a,1.66
RF02541,8g2b,2A,2.55
RF02541,4wpo,CA,2.8
RF02541,5hcq,1A,2.801
RF02541,6vmi,A,2.96
RF02541,1vy6,DA,2.9
RF02541,4w2i,BA,2.7
RF02541,4y4o,2A,2.3
RF02541,7u2j,1A,2.55
RF02541,7zod,b,2.56
RF02541,4wpo,AA,2.8
RF02541,7rqb,1A,2.45
RF02541,7rqd,2A,2.5
RF02541,8b0x,a,1.55
RF02541,8fc4,1A,2.45
RF02541,8fr8,A,2.76
RF02541,8qsj,A,3.0
RF02541,4u1v,BA,3.0
RF02541,7y7c,a,2.51
RF02541,8cvl,2A,2.3
RF02541,4v9p,EA,2.9
RF02541,7oif,1,3.0
RF02541,7ttw,1,2.9
RF02541,8ev6,2A,2.946
RF02541,8fc5,1A,2.65
RF02541,8vtv,1A,2.55
RF02541,4qg3,B,2.0
RF02541,8fc6,1A,2.35
RF02541,4v67,DA,3.0
RF02541,7nhk,A,2.9
RF02541,8g2c,1A,2.65
RF02541,1qa6,D,2.8
RF02541,4v7w,BA,3.0
RF02541,6s0x,A,2.425
RF02541,6xhw,2A,2.5
RF02541,6xz7,A,2.1
RF02541,8b7y,I,3.0
RF02541,6o97,1A,2.75
RF02541,7m4z,A,2.92
RF02541,7p7t,A,2.9
RF02541,8uvs,1A,2.75
RF02541,8v9l,A,3.0
RF02541,4w2h,DA,2.7
RF02541,4wsd,14,2.95
RF02541,6pch,I,2.9
RF02541,8g2a,2A,2.45
RF02541,6cae,2A,2.6
RF02541,7nso,A,2.9
RF02541,8r8m,a,2.4
RF02541,1vy7,BA,2.8
RF02541,4v8i,DA,2.7
RF02541,6uo1,1A,2.95
RF02541,7y7g,a,2.34
RF02541,8e48,I,2.27
RF02541,8hu1,a,2.69
RF02541,8ud8,1A,2.6
RF02541,5j4c,2A,2.8
RF02541,5wfs,A,3.0
RF02541,6prv,C,2.71
RF02541,7n2v,23,2.54
RF02541,8e47,I,2.32
RF02541,4w2h,BA,2.7
RF02541,7lvk,I,2.2
RF02541,7o9m,A,2.6
RF02541,7unr,A,2.9
RF02541,7n31,23,2.69
RF02541,8rdw,Z2,2.74
RF02541,7nwt,1,2.66
RF02541,8fze,A,3.0
RF02541,8rdv,Z2,2.6
RF02541,6xzb,A2,2.54
RF02541,7rq8,2A,2.5
RF02541,8fc6,2A,2.35
RF02541,8cd1,A,3.0
RF02541,8e49,I,2.05
RF02541,1hc8,C,2.8
RF02541,5ngm,AA,2.9
RF02541,7of2,A,2.7
RF02541,8any,A,2.85
RF02541,5j4b,1A,2.6
RF02541,4v8g,DA,3.0
RF02541,6cfk,1A,2.7
RF02541,7qi5,A,2.63
RF02541,4v7x,DA,3.0
RF02541,6v3b,AN1,2.91
RF02541,4v9h,BA,2.857
RF02541,5w4k,2A,2.7
