Rfam_ID,PDB,Chain,Resolution
RF00005,4wqr,3L,3.15
RF00005,7nbu,V,3.11
RF00005,3akz,G,2.9
RF00005,4v5j,AW,3.1
RF00005,4zdp,E,2.703
RF00005,5kcr,1x,3.6
RF00005,7rq9,2w,2.6
RF00005,7k53,7,3.2
RF00005,5j4b,1y,2.6
RF00005,7o1a,B8,2.4
RF00005,6z6m,CC,3.1
RF00005,4v87,CC,3.1
RF00005,3epl,E,3.6
RF00005,6wd1,5,3.3
RF00005,2dr2,B,3.0
RF00005,6t7t,6,3.1
RF00005,6uz7,3,3.6
RF00005,6vwm,5,3.4
RF00005,6xhy,2w,2.6
RF00005,4v7m,AX,3.45
RF00005,4tud,XV,3.6
RF00005,7azs,ASIA,3.1
RF00005,5dfe,QV,3.09997551079
RF00005,4wq1,1L,3.1
RF00005,6ouo,5,3.7
RF00005,6wd4,6,3.7
RF00005,4v97,CW,3.516
RF00005,6enf,x,3.2
RF00005,6nd6,2w,2.85
RF00005,3j7r,S6,3.9
RF00005,1asz,R,3.0
RF00005,4w29,CW,3.8
RF00005,6zp4,1,2.9
RF00005,4p70,XV,3.68
RF00005,6of1,2x,2.8
RF00005,1vy5,CY,2.55
RF00005,5zep,w,3.4
RF00005,1c0a,B,2.4
RF00005,6ztn,AW,3.9
RF00005,7odr,B,2.9
RF00005,5ot7,2,3.8
RF00005,7msz,y,3.1
RF00005,7rq8,1y,2.5
RF00005,7pzy,10,2.32
RF00005,6t4q,6,2.6
RF00005,4z8c,1x,2.9
RF00005,5ah5,D,2.1
RF00005,7odt,B,3.1
RF00005,5wdt,w,3.0
RF00005,6h4n,w,3.0
RF00005,5o61,BW,3.31
RF00005,4v9q,DV,3.4
RF00005,4v97,CV,3.516
RF00005,4v9b,AC,3.1
RF00005,5wit,2x,2.6
RF00005,6wda,6,3.8
RF00005,6ole,u,3.1
RF00005,6t83,6b,4.0
RF00005,7as9,2,3.5
RF00005,3al0,E,3.368
RF00005,7eqj,A,2.043
RF00005,6n1d,APTN,3.2
RF00005,5wis,2y,2.703
RF00005,7of0,B,2.2
RF00005,3zgz,E,2.4
RF00005,4v9q,BV,3.4
RF00005,7qv2,H,3.5
RF00005,6wd6,5,3.7
RF00005,6boh,NC,3.4
RF00005,6hcf,23,3.9
RF00005,4v5e,CV,3.45
RF00005,4wqr,1K,3.15
RF00005,4v63,AZ,3.207
RF00005,4v97,AY,3.516
RF00005,4gcw,B,3.0
RF00005,5we4,w,3.1
RF00005,4wsm,3K,3.3
RF00005,7u2i,2w,2.55
RF00005,6wdk,5,3.6
RF00005,4lfz,QV,3.92000059074
RF00005,6ha1,x,3.1
RF00005,6o97,1y,2.75
RF00005,2byt,B,3.3
RF00005,5ndk,W1,2.95
RF00005,4v7k,Bw,3.6
RF00005,6dnc,LA,3.7
RF00005,5kpw,30,3.9
RF00005,5j4d,IA,3.1
RF00005,5uq8,z,3.2
RF00005,5hr7,D,2.4
RF00005,4ycp,B,2.55
RF00005,5ndk,V4,2.95
RF00005,4lnt,XV,2.94000009954
RF00005,1eiy,C,3.3
RF00005,4jxx,B,2.3
RF00005,5wit,2w,2.6
RF00005,5lzv,3,3.35
RF00005,6woo,3,2.9
RF00005,7u2h,2y,2.55
RF00005,3a2k,C,3.65
RF00005,6zmo,CB,3.1
RF00005,5u4i,x,3.5
RF00005,1asy,S,2.9
RF00005,7p7q,D,2.4
RF00005,1vy4,AW,2.6
RF00005,4wc2,B,2.8
RF00005,6yss,w,2.6
RF00005,4w2f,AY,2.4
RF00005,6wdl,5,3.7
RF00005,5kpx,32,3.9
RF00005,5uyl,X,3.6
RF00005,4wc6,B,3.41
RF00005,5mdv,5,2.97
RF00005,1wz2,C,3.21
RF00005,7o81,AT,3.1
RF00005,7ka0,C,2.4
RF00005,3wfs,B,3.311
RF00005,6r5q,2,3.0
RF00005,3wfr,C,3.501
RF00005,5ib7,3K,2.99
RF00005,7k98,F,2.19
RF00005,4w2i,CW,2.7
RF00005,7u2h,2w,2.55
RF00005,5mdz,5,3.1
RF00005,5hcr,2x,2.8
RF00005,7qv1,H,3.5
RF00005,4wro,3L,3.05
RF00005,6tnu,m,3.1
RF00005,1efw,C,3.0
RF00005,1gax,D,2.9
RF00005,6qnr,2K,3.1
RF00005,4tud,QV,3.6
RF00005,6okk,g,3.3
RF00005,6oj2,QY,3.2
RF00005,6zu1,AW,3.0
RF00005,6ndk,QV,3.64
RF00005,7a5h,B,3.3
RF00005,6gsj,3K,2.96
RF00005,4wzd,3K,3.1
RF00005,6vys,A,3.7
RF00005,4uy8,V,3.8
RF00005,6wd3,6,3.6
RF00005,4v5g,AV,3.6
RF00005,1ttt,F,2.7
RF00005,6sv4,nb,3.3
RF00005,4v9l,AW,3.5
RF00005,5uyl,Y,3.6
RF00005,1euy,B,2.6
RF00005,6og7,5,3.3
RF00005,4v8j,AV,3.9
RF00005,5ib8,1K,3.13
RF00005,4w2g,AW,2.55
RF00005,5e6m,C,2.927
RF00005,5vp2,1w,2.8
RF00005,3wfr,B,3.501
RF00005,5lzd,v,3.4
RF00005,4v51,CY,2.8
RF00005,6r5q,3,3.0
RF00005,5el6,3K,3.1
RF00005,7k00,Z,1.98
RF00005,3j9y,v,3.9
RF00005,3jah,3,3.45
RF00005,3jce,9,3.2
RF00005,6wdl,6,3.7
RF00005,5kpw,32,3.9
RF00005,7oi8,z,3.5
RF00005,6r7q,2,3.9
RF00005,6gsl,1L,3.16
RF00005,7n2c,Pt,2.72
RF00005,7st7,5,3.2
RF00005,6gsk,1L,3.36
RF00005,2zm5,C,2.55
RF00005,5uym,X,3.2
RF00005,7q0r,10,2.67
RF00005,5f8k,1x,2.8
RF00005,7a5h,24,3.3
RF00005,6yam,1,3.6
RF00005,3tra,A,3.0
RF00005,1gsg,T,2.8
RF00005,6ytf,7,3.0
RF00005,6om6,5,3.1
RF00005,7of2,B,2.7
RF00005,3j9m,B,3.5
RF00005,2cv0,C,2.4
RF00005,7nql,BB,3.4
RF00005,4v9c,AV,3.3
RF00005,4wq1,2K,3.1
RF00005,4rqf,C,3.503
RF00005,4v9i,CV,3.3
RF00005,6xhy,1w,2.6
RF00005,5wws,C,3.247
RF00005,5we6,v,3.4
RF00005,5dfe,XV,3.09997551079
RF00005,7n2v,Pt,2.54
RF00005,7azo,ASIB,3.3
RF00005,7jqm,1x,3.05
RF00005,5lzz,3,3.47
RF00005,7b7d,Sm,3.3
RF00005,6wdm,5,3.6
RF00005,6vmi,B,2.96
RF00005,6zm6,w,2.59
RF00005,5el5,1L,3.15
RF00005,4z8c,2x,2.9
RF00005,4v8j,CY,3.9
RF00005,5wis,1w,2.703
RF00005,5wwt,D,3.197
RF00005,4lck,E,3.2
RF00005,4l71,QV,3.90000100875
RF00005,4ypb,QW,3.4
RF00005,1qu2,T,2.2
RF00005,5iqr,4,3.0
RF00005,4tub,QV,3.6
RF00005,7mt3,y,2.8
RF00005,6oxi,QV,3.495
RF00005,7uck,2,2.8
RF00005,5j30,QV,3.2
RF00005,5vp2,2w,2.8
RF00005,4v7m,AY,3.45
RF00005,3j7r,S5,3.9
RF00005,4wr6,2L,3.05
RF00005,5wf0,v,3.6
RF00005,4qei,C,2.875
RF00005,4l47,XV,3.22000098079
RF00005,7o19,B8,2.9
RF00005,4wc4,B,3.501
RF00005,7qi4,Ax,2.21
RF00005,4wj3,Q,3.705
RF00005,6wd6,6,3.7
RF00005,6vu3,B,3.7
RF00005,4wqr,2K,3.15
RF00005,3epk,F,3.2
RF00005,6q8y,m,3.1
RF00005,4wqf,DY,2.8
RF00005,4v67,CZ,3.0
RF00005,4wr6,1K,3.05
RF00005,5ud5,C,2.347
RF00005,6wd0,6,3.0
RF00005,4w2g,CW,2.55
RF00005,1vy5,AY,2.55
RF00005,6ord,XY,3.1
RF00005,6gsl,1K,3.16
RF00005,4p6f,XW,3.6
RF00005,6gsj,2K,2.96
RF00005,4w2e,x,2.9
RF00005,5t7v,D,3.6
RF00005,7vnw,B,2.61
RF00005,7u2i,2y,2.55
RF00005,4v5p,CV,3.1
RF00005,6ufg,B,2.929
RF00005,4yco,E,2.1
RF00005,1vfg,D,2.8
RF00005,5vp2,2x,2.8
RF00005,7r81,t1,2.7
RF00005,6ufm,A,2.82
RF00005,5u9f,W,3.2
RF00005,4wzd,2K,3.1
RF00005,5el7,3L,3.15
RF00005,5wit,1y,2.6
RF00005,4v6f,BD,3.1
RF00005,2ake,B,3.1
RF00005,1vy4,CW,2.6
RF00005,4wro,1L,3.05
RF00005,3rg5,B,2.0
RF00005,7osm,ASIT,3.0
RF00005,7uq6,B,2.951
RF00005,6oli,v,3.5
RF00005,6ys3,v,2.58
RF00005,5we4,v,3.1
RF00005,5el5,2K,3.15
RF00005,5el7,3K,3.15
RF00005,5axn,P,2.703
RF00005,1j2b,D,3.3
RF00005,6oj2,QW,3.2
RF00005,5wis,1y,2.703
RF00005,4v87,BD,3.1
RF00005,4w2f,CY,2.4
RF00005,4wsd,3L,2.95
RF00005,1o0b,B,2.7
RF00005,7azs,TRNA,3.1
RF00005,6olf,v,3.9
RF00005,4v5d,AY,3.5
RF00005,4z3s,1x,2.65
RF00005,4v8d,AB,3.0
RF00005,6wdm,7,3.6
RF00005,6ord,QY,3.1
RF00005,5czp,XV,3.2999592266
RF00005,5wdt,v,3.0
RF00005,5j4d,NC,3.1
RF00005,7lv0,6,3.2
RF00005,6gsl,3L,3.16
RF00005,3jag,3,3.65
RF00005,6olg,Bv,3.4
RF00005,6wd6,7,3.7
RF00005,7q0p,10,2.77
RF00005,7azs,ASIB,3.1
RF00005,4wt8,C2,3.4
RF00005,1fir,A,3.3
RF00005,5ccb,N,2.0
RF00005,2fmt,C,2.8
RF00005,4v7k,Bv,3.6
RF00005,6nd5,2x,2.6
RF00005,6bu8,X,3.5
RF00005,3cw5,A,3.1
RF00005,7oia,B,3.2
RF00005,5ndk,W4,2.95
RF00005,2dxi,D,2.2
RF00005,5iqr,6,3.0
RF00005,4v51,CW,2.8
RF00005,6of6,XY,3.2
RF00005,1vy7,CY,2.8
RF00005,5jte,AW,3.6
RF00005,4v95,CV,3.2
RF00005,6by1,AY,3.94
RF00005,4v7j,Aw,3.3
RF00005,4v6f,CC,3.1
RF00005,2fk6,R,2.9
RF00005,4wt8,D3,3.4
RF00005,6n9f,1x,3.7
RF00005,6oj2,XY,3.2
RF00005,5mc6,m,3.8
RF00005,4v8c,DD,3.3
RF00005,4v5p,AV,3.1
RF00005,6sv4,n,3.3
RF00005,7oi7,B,3.5
RF00005,6ip5,zy,3.9
RF00005,6of6,QY,3.2
RF00005,7sso,5,3.2
RF00005,1u0b,A,2.3
RF00005,4v8f,CB,3.3
RF00005,4v4i,,3.71
RF00005,4wro,1K,3.05
RF00005,4wqf,BY,2.8
RF00005,5d8b,FD,3.63
RF00005,3j9z,S7,3.6
RF00005,2der,D,3.1
RF00005,5lzu,2,3.75
RF00005,6q95,7,3.7
RF00005,7lh5,CY,3.27
RF00005,5mgp,x,3.1
RF00005,5jte,AX,3.6
RF00005,5m1j,A3,3.3
RF00005,4v5p,CW,3.1
RF00005,7d6z,4,3.4
RF00005,4p70,QV,3.68
RF00005,6ysr,w,3.1
RF00005,6wde,6,3.0
RF00005,4yco,D,2.1
RF00005,4w29,AX,3.8
RF00005,6o8w,u,3.53
RF00005,6mtb,4,3.6
RF00005,6x7f,A,3.5
RF00005,3wfq,C,3.619
RF00005,6zvh,x,2.9
RF00005,4v5c,AV,3.3
RF00005,7kab,C,2.5
RF00005,6gxm,x,3.8
RF00005,6of1,2y,2.8
RF00005,4v5e,AW,3.45
RF00005,4x0a,B,3.505
RF00005,3jce,6,3.2
RF00005,4tzz,K,3.64
RF00005,7oie,B,3.5
RF00005,4v87,CD,3.1
RF00005,6xhv,2x,2.4
RF00005,4z3s,2w,2.65
RF00005,6oli,u,3.5
RF00005,4wqy,DX,2.8
RF00005,5u9g,X,3.2
RF00005,5el6,3L,3.1
RF00005,1qru,B,3.0
RF00005,6t7t,7,3.1
RF00005,6wdb,7,4.0
RF00005,7k9m,C,2.5
RF00005,6of6,QV,3.2
RF00005,4v5g,CY,3.6
RF00005,4wt1,2L,3.05
RF00005,1il2,C,2.6
RF00005,1exd,B,2.7
RF00005,4wj3,S,3.705
RF00005,5ndj,V1,3.15
RF00005,6t7i,7,3.2
RF00005,4v8e,DB,3.3
RF00005,4v7l,CW,3.0
RF00005,7cpv,S6,3.03
RF00005,6zvi,e,3.0
RF00005,6b4v,D,3.4
RF00005,5uyn,Y,4.0
RF00005,7u2h,2x,2.55
RF00005,7nqh,BB,3.5
RF00005,6vu3,A,3.7
RF00005,4yvi,C,3.01
RF00005,7a5j,B,3.1
RF00005,4v97,AV,3.516
RF00005,4wpo,BX,2.8
RF00005,4wro,2L,3.05
RF00005,7oig,z,3.2
RF00005,6qnr,3L,3.1
RF00005,5w4k,2y,2.7
RF00005,5hd1,1x,2.7
RF00005,4v5r,CV,3.1
RF00005,4v7l,CX,3.0
RF00005,7azo,PSIB,3.3
RF00005,3jaj,3,3.75
RF00005,7ssn,5,3.2
RF00005,6qnq,3L,3.5
RF00005,5ndk,X1,2.95
RF00005,7n2u,Dt,2.53
RF00005,4v5q,CY,3.1
RF00005,6wd8,5,3.7
RF00005,5jte,AY,3.6
RF00005,4wj3,R,3.705
RF00005,4v8e,DD,3.3
RF00005,6bok,LC,3.55
RF00005,2zzm,B,2.65
RF00005,3wfr,D,3.501
RF00005,6q8y,n,3.1
RF00005,2du6,D,3.3
RF00005,4v6g,CD,3.5
RF00005,4tuc,QV,3.6
RF00005,6nd5,2y,2.6
RF00005,7p7t,C,2.9
RF00005,6o9j,v,3.9
RF00005,4v6f,CD,3.1
RF00005,7st6,5,3.0
RF00005,1qrs,B,2.6
RF00005,6ogi,5,3.4
RF00005,4wq1,3K,3.1
RF00005,6dnc,D,3.7
RF00005,6c5l,CW,3.2
RF00005,7qp7,w,3.7
RF00005,3jcd,9,3.7
RF00005,7o80,AT,2.9
RF00005,5hau,1w,3.0
RF00005,6r6p,2,3.1
RF00005,4wc3,B,3.1
RF00005,5j4c,1w,2.8
RF00005,4wq1,2L,3.1
RF00005,5wwr,D,3.096
RF00005,6wdj,5,3.7
RF00005,5ib7,3L,2.99
RF00005,4p6f,QV,3.6
RF00005,4v5q,AY,3.1
RF00005,6y57,B4,3.5
RF00005,5zeb,v,3.4
RF00005,5el4,2L,3.15
RF00005,5ju8,AX,3.6
RF00005,6zmo,CC,3.1
RF00005,4v90,AV,2.95
RF00005,7u2j,2w,2.55
RF00005,5lzs,ii,3.31
RF00005,6sgc,33,2.8
RF00005,6vyr,B,3.8
RF00005,3zgz,B,2.4
RF00005,7pjw,v,4.0
RF00005,1zjw,B,2.5
RF00005,4v7k,Av,3.6
RF00005,5iqr,5,3.0
RF00005,7chd,J,3.804
RF00005,4v8b,CC,3.0
RF00005,6cae,1x,2.6
RF00005,6ole,v,3.1
RF00005,6ztj,AX,3.4
RF00005,5uyl,W,3.6
RF00005,6ord,XV,3.1
RF00005,4lfz,XV,3.92000059074
RF00005,6ore,5,2.9
RF00005,6xhv,1w,2.4
RF00005,4v9k,AW,3.5
RF00005,5uym,W,3.2
RF00005,4wsd,1L,2.95
RF00005,3wfq,A,3.619
RF00005,7b5k,x,2.9
RF00005,6y57,D4,3.5
RF00005,5wit,1x,2.6
RF00005,5on3,B,3.1
RF00005,4v8n,CY,3.1
RF00005,5afi,v,2.9
RF00005,6ztm,AX,3.3
RF00005,7qi4,Ay,2.21
RF00005,4v5g,CW,3.6
RF00005,6w6l,v,3.84
RF00005,6orl,5,3.5
RF00005,6vys,B,3.7
RF00005,6fyy,1,3.02
RF00005,3jai,2,3.65
RF00005,6pmo,B,2.65703362888
RF00005,4w29,AW,3.8
RF00005,5lmu,Z,4.0
RF00005,7azo,TRNA,3.3
RF00005,5hcr,1x,2.8
RF00005,7k50,7,3.4
RF00005,4v6f,BC,3.1
RF00005,5omw,B,2.6
RF00005,5el4,1L,3.15
RF00005,1o0c,B,2.7
RF00005,4v5a,CW,3.5
RF00005,6ztm,AW,3.3
RF00005,6qzp,S6,2.9
RF00005,4as1,B,2.02
RF00005,3j9z,S6,3.6
RF00005,5vpp,XV,3.9
RF00005,6qnq,3K,3.5
RF00005,6bok,IA,3.55
RF00005,6wdi,6,4.0
RF00005,4v7m,AW,3.45
RF00005,7mrl,A,3.15
RF00005,4wc5,B,3.41
RF00005,7oif,z,3.0
RF00005,1vy4,CY,2.6
RF00005,6tc3,PTR1,2.7
RF00005,6nwy,XV,3.5
RF00005,2cv2,C,2.69
RF00005,5hcp,1x,2.894
RF00005,7kju,A,3.1
RF00005,5l4o,A,2.799
RF00005,1gtr,B,2.5
RF00005,6bz7,QW,3.68
RF00005,6gxo,x,3.9
RF00005,7p7s,D,3.0
RF00005,4wt1,1K,3.05
RF00005,3hl2,E,2.81
RF00005,6tnu,n,3.1
RF00005,5lzv,2,3.35
RF00005,6qnr,2L,3.1
RF00005,6n9e,2x,3.7
RF00005,4v9n,CW,3.4
RF00005,1ttt,E,2.7
RF00005,4wra,2L,3.05
RF00005,4wra,2K,3.05
RF00005,6wd9,5,3.7
RF00005,5vpp,QV,3.9
RF00005,7rq8,1w,2.5
RF00005,4tua,QV,3.6
RF00005,4wra,1K,3.05
RF00005,5uyk,W,3.9
RF00005,4w2i,CX,2.7
RF00005,5aj0,Bw,3.5
RF00005,6osq,5,3.5
RF00005,7nhk,D,2.9
RF00005,5ib7,2K,2.99
RF00005,5hcq,2x,2.801
RF00005,4v5r,CY,3.1
RF00005,4wsd,2L,2.95
RF00005,2re8,B,2.6
RF00005,5wfk,w,3.4
RF00005,7a09,f,3.5
RF00005,7st2,5,2.9
RF00005,4v8n,AV,3.1
RF00005,7o81,AJ,3.1
RF00005,6vyr,A,3.8
RF00005,4tue,QV,3.5
RF00005,6bz6,XV,3.18
RF00005,4v9a,CC,3.2999
RF00005,4tuc,XV,3.6
RF00005,7qg8,M,3.97
RF00005,6cae,1w,2.6
RF00005,6xz7,g,2.1
RF00005,6gsk,2L,3.36
RF00005,6wd2,7,3.6
RF00005,7lj3,C,2.9
RF00005,5vp2,1y,2.8
RF00005,6xhw,1x,2.5
RF00005,4v8c,CB,3.3
RF00005,6gz3,Bv,3.6
RF00005,4ypb,XV,3.4
RF00005,6zto,AX,3.0
RF00005,4wpo,DX,2.8
RF00005,5tcu,D,3.9
RF00005,2v0g,F,3.5
RF00005,4v8q,BW,3.1
RF00005,4zer,2x,3.1
RF00005,4v5e,CW,3.45
RF00005,7a5j,x,3.1
RF00005,6d90,3,3.2
RF00005,6ip8,zy,3.9
RF00005,7azs,ESIA,3.1
RF00005,4v5f,CW,3.6
RF00005,6bz6,QV,3.18
RF00005,6y69,w,2.86
RF00005,7n2c,Dt,2.72
RF00005,6z6l,CC,3.0
RF00005,6yan,1,3.48
RF00005,6lvr,D,2.85
RF00005,4v8n,CV,3.1
RF00005,4wro,2K,3.05
RF00005,4wpo,DW,2.8
RF00005,5ib7,1K,2.99
RF00005,6i0y,V,3.2
RF00005,4zsn,QV,3.6
RF00005,3j92,2,3.6
RF00005,2csx,C,2.7
RF00005,4wqr,2L,3.15
RF00005,7f36,E,3.098
RF00005,6oj2,XV,3.2
RF00005,4wzo,2K,3.3
RF00005,7a5k,24,3.7
RF00005,5kcs,1x,3.9
RF00005,6by1,BW,3.94
RF00005,4v97,CY,3.516
RF00005,6nuo,QV,3.2
RF00005,5wwt,C,3.197
RF00005,7aqc,P,2.99
RF00005,5j30,XV,3.2
RF00005,7o5b,U,3.33
RF00005,5d8b,ED,3.63
RF00005,6hcj,33,3.8
RF00005,4lel,QV,3.90000024172
RF00005,1f7v,B,2.9
RF00005,4ypb,QV,3.4
RF00005,1ehz,A,1.93
RF00005,7jql,1x,3.0
RF00005,4v87,CB,3.1
RF00005,3zjt,B,2.2
RF00005,1tra,A,3.0
RF00005,4v67,AY,3.0
RF00005,3jbv,W,3.32
RF00005,6ysu,w,3.7
RF00005,6d9j,3,3.2
RF00005,4wqy,BX,2.8
RF00005,7p6z,7,3.5
RF00005,4v5j,AV,3.1
RF00005,4cqn,E,2.5
RF00005,4v7l,AX,3.0
RF00005,7lyf,A,3.4
RF00005,3zju,B,2.4
RF00005,7og4,XB,3.8
RF00005,7unr,v,2.9
RF00005,6wdk,7,3.6
RF00005,4v5c,AW,3.3
RF00005,5e7k,2K,3.2
RF00005,4v8b,CD,3.0
RF00005,6zs9,XB,4.0
RF00005,6wdf,7,3.3
RF00005,4v6g,AC,3.5
RF00005,5mrc,bb,3.25
RF00005,4rqe,B,4.0
RF00005,2zue,B,2.0
RF00005,6of1,1x,2.8
RF00005,3kfu,N,3.0
RF00005,6yst,w,3.2
RF00005,4v6f,CB,3.1
RF00005,5cd1,N,3.6
RF00005,4v9j,CW,3.86
RF00005,5ndj,V4,3.15
RF00005,6sv4,mc,3.3
RF00005,7jt3,5,3.7
RF00005,4lsk,XV,3.48000627319
RF00005,4wt1,2K,3.05
RF00005,5zeu,v,3.7
RF00005,4v51,CV,2.8
RF00005,5aj0,Bv,3.5
RF00005,4wj4,B,3.294
RF00005,1ob5,B,3.1
RF00005,6xdq,B,3.7
RF00005,6gxn,x,3.9
RF00005,5j3c,QV,3.04
RF00005,7sso,6,3.2
RF00005,7st6,6,3.0
RF00005,2deu,C,3.4
RF00005,7mt2,y,2.76
RF00005,5ib8,3K,3.13
RF00005,5hcq,1x,2.801
RF00005,4v8o,AV,3.8
RF00005,3jcj,v,3.7
RF00005,4w2g,CX,2.55
RF00005,5l3p,x,3.7
RF00005,7u2j,1w,2.55
RF00005,4wt8,DV,3.4
RF00005,7ls1,n2,3.3
RF00005,7mdz,2,3.2
RF00005,5el7,1K,3.15
RF00005,6o3m,XV,3.97
RF00005,7azs,ESIB,3.1
RF00005,4l71,XV,3.90000100875
RF00005,6gz5,Bv,3.5
RF00005,4lt8,QV,3.14000177152
RF00005,4v5g,AY,3.6
RF00005,5w4k,1x,2.7
RF00005,6r6g,2,3.7
RF00005,6xhw,1y,2.5
RF00005,4p6f,XY,3.6
RF00005,4w2g,CY,2.55
RF00005,4tzz,B,3.64
RF00005,1wz2,D,3.21
RF00005,4v95,AV,3.2
RF00005,6ufh,B,3.104
RF00005,6xhw,2w,2.5
RF00005,6r87,B,3.4
RF00005,5e7k,3L,3.2
RF00005,6xhy,1y,2.6
RF00005,7pjv,v,3.1
RF00005,5ndk,V1,2.95
RF00005,4wr6,1L,3.05
RF00005,6om0,v,3.1
RF00005,5uyk,Y,3.9
RF00005,7qv2,x,3.5
RF00005,5ib7,2L,2.99
RF00005,6wdj,7,3.7
RF00005,4wr6,3K,3.05
RF00005,5wwr,C,3.096
RF00005,6c4i,y,3.24
RF00005,6n9e,1x,3.7
RF00005,4v9i,CW,3.3
RF00005,4wt1,1L,3.05
RF00005,6ztj,AW,3.4
RF00005,5doy,2y,2.6
RF00005,1ivs,C,2.9
RF00005,4v6g,CC,3.5
RF00005,7rq9,1w,2.6
RF00005,4wu1,3K,3.2
RF00005,6ip5,zu,3.9
RF00005,4w2e,w,2.9
RF00005,7nsq,v,3.1
RF00005,2bte,E,2.9
RF00005,6wd3,5,3.6
RF00005,6ot3,5,3.9
RF00005,3eph,F,2.95
RF00005,7nrc,Sn,3.9
RF00005,1vy7,AX,2.8
RF00005,1qu3,T,2.9
RF00005,6otr,XW,3.12
RF00005,5hr6,D,2.88
RF00005,3jan,3,3.75
RF00005,4v9q,BW,3.4
RF00005,6gz3,Bw,3.6
RF00005,6vlz,B,2.97
RF00005,5uyk,X,3.9
RF00005,4rdx,C,2.55
RF00005,6qnq,2L,3.5
RF00005,4v8x,AV,3.35
RF00005,2rd2,B,2.6
RF00005,5ndk,X4,2.95
RF00005,4v7l,CY,3.0
RF00005,1ttt,D,2.7
RF00005,4v8x,AW,3.35
RF00005,5mdw,5,3.06
RF00005,4y4p,1x,2.5
RF00005,5uq8,y,3.2
RF00005,7old,5,3.0
RF00005,4ari,B,2.08
RF00005,5lzw,2,3.53
RF00005,7u2j,1y,2.55
RF00005,7nsj,BB,3.9
RF00005,4z3s,2x,2.65
RF00005,1g59,B,2.4
RF00005,5yyn,D,3.0
RF00005,5e7k,2L,3.2
RF00005,7nrc,Sm,3.9
RF00005,7oii,z,3.0
RF00005,4v51,AV,2.8
RF00005,7ase,1,3.33
RF00005,3foz,D,2.5
RF00005,4wzo,1K,3.3
RF00005,6wd4,7,3.7
RF00005,6c5l,CV,3.2
RF00005,4v7m,CY,3.45
RF00005,4v8u,AW,3.7
RF00005,5wws,D,3.247
RF00005,4wra,3K,3.05
RF00005,4wzo,3L,3.3
RF00005,6wd8,6,3.7
RF00005,7n1p,Dt,2.33
RF00005,1vy4,CX,2.6
RF00005,5wf0,y,3.6
RF00005,7pjs,w,2.35
RF00005,5ud5,D,2.347
RF00005,5j4b,2y,2.6
RF00005,4p6f,QW,3.6
RF00005,4w2f,CW,2.4
RF00005,5on2,E,3.1
RF00005,2csx,D,2.7
RF00005,6ysi,8,2.5
RF00005,7ot5,z,2.9
RF00005,6bz7,XW,3.68
RF00005,5v6x,D,2.76
RF00005,7ssd,6,3.3
RF00005,6zsg,XB,4.0
RF00005,4v8b,AD,3.0
RF00005,4v8e,BB,3.3
RF00005,6nd6,1y,2.85
RF00005,7of5,B,2.9
RF00005,7of4,B,2.7
RF00005,6gsj,2L,2.96
RF00005,5lzx,3,3.67
RF00005,4v8c,CD,3.3
RF00005,3epk,E,3.2
RF00005,4jyz,B,2.5
RF00005,7s1g,A,2.48
RF00005,7abz,7,3.21
RF00005,6ywy,bb,3.05
RF00005,7msh,y,3.23
RF00005,1vy5,CX,2.55
RF00005,1asz,S,3.0
RF00005,6vwn,5,3.4
RF00005,5j3c,XV,3.04
RF00005,4wpo,BY,2.8
RF00005,6yef,x,3.2
RF00005,1qtq,B,2.25
RF00005,3foz,C,2.5
RF00005,6gsl,2K,3.16
RF00005,6bz8,QV,3.74
RF00005,1vy6,AX,2.9
RF00005,7u2i,2x,2.55
RF00005,7u2j,2x,2.55
RF00005,5wf0,w,3.6
RF00005,5we6,y,3.4
RF00005,4v5e,AV,3.45
RF00005,5el5,1K,3.15
RF00005,6r84,B,3.6
RF00005,4v5c,CY,3.3
RF00005,7nwi,2,3.13
RF00005,7oiz,V,2.9
RF00005,6wnw,5,3.2
RF00005,1gax,C,2.9
RF00005,4v9d,BV,3.0
RF00005,4jxz,B,2.4
RF00005,6ztl,AX,3.5
RF00005,4v4j,z,3.83
RF00005,5ndj,W4,3.15
RF00005,2cv0,D,2.4
RF00005,5lza,v,3.6
RF00005,4v5s,CY,3.1
RF00005,6y0g,B4,3.2
RF00005,5lzy,2,3.99
RF00005,5lzt,3,3.65
RF00005,4v5r,CW,3.1
RF00005,6by1,AV,3.94
RF00005,5u9f,X,3.2
RF00005,5el5,3K,3.15
RF00005,4v5r,AY,3.1
RF00005,4yvk,C,3.002
RF00005,1asy,R,2.9
RF00005,5wfk,v,3.4
RF00005,5cd1,M,3.6
RF00005,6o97,1w,2.75
RF00005,5u9g,W,3.2
RF00005,7oia,z,3.2
RF00005,5e6m,E,2.927
RF00005,6uo1,2w,2.95
RF00005,6bz8,QW,3.74
RF00005,3wqz,C,3.489
RF00005,6zm6,B,2.59
RF00005,5e81,3K,2.95
RF00005,6ys5,7,3.0
RF00005,4v9i,AV,3.3
RF00005,6mtc,4,3.4
RF00005,2nr0,F,3.9
RF00005,5ib8,3L,3.13
RF00005,6osk,5,3.6
RF00005,5yyn,B,3.0
RF00005,7u2i,1x,2.55
RF00005,6xhy,2y,2.6
RF00005,5e81,2L,2.95
RF00005,6enj,9,3.7
RF00005,6xqd,1x,2.8
